review_priority,priority_score,review_reason,related_exam_count,mapping_id,subject,grade_band,domain_code_2015,domain_code_2022,change_type,similarity,code_2015,text_2015,source_2015,page_2015,code_2022,text_2022,source_2022,page_2022,review_required
low,12,교과가중치 5; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 탐구; 자동 추정 대응,0,MAP-NEW-4과05-03,과학,3-4,,05,new_or_unmatched,0.0,,,,,4과05-03,[4과05-03] 다양한 물질의 성질을 이용하여 쓰임새 있는 물체를 설계할 수 있다 . <탐구 활동> • 용기에 따른 고체와 액체의 모양과 부피 변화 관찰하기 • 기체가 공간을 차지하고 있음을 알아보는 실험하기 (가) 성취기준 해설 •,[별책9] 과학과 교육과정.pdf,22,True
low,12,교과가중치 5; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 탐구; 자동 추정 대응,0,MAP-NEW-4과06-03,과학,3-4,,06,new_or_unmatched,0.0,,,,,4과06-03,"[4과06-03] 밀물과 썰물의 차이를 알고, 갯벌의 가치와 보전의 필요성을 설득⋅홍보할 수 있다. <탐구 활동> • 지구의 육지와 바다 면적 비교하기 • 육지의 물과 바닷물을 가열하여 남는 물질 탐구하기 (가) 성취기준 해설 •",[별책9] 과학과 교육과정.pdf,23,True
low,12,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-6과01-04-REMOVED,과학,5-6,01,,removed_or_unmatched,0.0,6과01-04,"[6과01-04] 액 체 나 기 체 에 ㅅ (elt 활 동 > 여러 가지 우겨 © 온 도 가 t 측 정 하기 [때 두 물 체 의 온도 변화 즉 정하기 © 고체 물 질 의 열전도 빠르기 비 교 하 기 © MALE 기 체 에서 대류 현상 관 찰 하기 (가) 학습 요소 © 온도, 전도, 대류, 일 의 이통, 단일 (나) 성 취 기준 해설 © 과 [6 과 01504 열의 이통 방 법 은 전 도 와 대 류 만 다루며, 일 의 이 통 을 일 상 생 활 과 인 제 하 | 위하여 단 일 을 타 론다, 복 사 에 의한 탄 열 은 다루지 않도록 한다.",별책9_과학과 교육과정(제2015-74호).pdf,41,,,,,True
low,12,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-6과06-04-REMOVED,과학,5-6,06,,removed_or_unmatched,0.0,6과06-04,"[6과06-04] 계절별 날 씨 의 특 징 을 우 리 나 라 에 영 향 을 주는 공 기 의 성 질 과 관 련 지을 수 있다 < 탐 구 활 동 > * 이슬, 안개 발생 eat | e 바람 발 생 에 대한 모형 실 험 하 기 (가) 학습 요소 * 습도, 이슬, 안개, 구름, 비 와 ac. 기압, 저 기 압 과 고기압, 바람, Al (나) 성 취 기준 해설 © 과 0603 구 름 에서 HIS} 눈 이 내리는 과 정 은 구 름 을 구 성 하는 입 자 가 저 저서 떨어지는 수 준 에 © 16 과 06031 기 압 은 공 기 의 암 력 보다는 무 게 와 관 련 지어 소 개 하고, 저 기 암 과 고 기 암 의 의미 는 지 기 압 과 고기압 사 이 에서 바 람 이 어떻게 부 는 지를 이 해 하는 수 준 에서 다룬다. 대 기 의 Os lei: (다) 교 수 학습 방법 및 유의 사항 재가 된다. 따라서 이 단 원 에서는 관 찰 과 실 험 을 중 심 으 로 여리 가지 날씨 RAS] 특 징 을 이해 ! 실 험 을 통하여 여러 가지 날씨 요 소 를 관 찰 하도록 하고, 관 찰 한 걸 과 를 우리 생 활 과 한다. ^ 1a 관련 섯 도록 ve 과 날 씨 ' 와 인 계 된 다.",별책9_과학과 교육과정(제2015-74호).pdf,48,,,,,True
low,12,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-6과08-04-REMOVED,과학,5-6,08,,removed_or_unmatched,0.0,6과08-04,"[6과08-04] 우리 생 활 에서 산성 용 액 과 염기성 용 액 을 이용하는 예 를 찾아 발 표 할 수 있다. < 탐 구 활 동 > © 어려 가지 용 액 을 관 찰 하여 분 류 하 기 © 만들어 산성 용 액 과 염기성 용액 구 분 하기 © 산성 용 액 과 염기성 용 액 을 섞 을 때 의 번화 관 찰 하기 (가) 학습 요소 © Soyo] 성질, 용 액 의 분류, 지 시 약 , 산성 Bel. 업 기성 용액 (나) 성 취 기준 해설 © [6 과 0801] 가지 용 액 의 성 절 을 색 . 냄새. ion 0) 다 앙 한 관 3 관 잘하고, 이를 바 ria’ 으로 공 통 점 과 차 이 접을 아 낸 뒤에 분류 기 줄 을 정하여 분 류 해 보도록 한다.",별책9_과학과 교육과정(제2015-74호).pdf,50,,,,,True
low,12,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-6과16-03-REMOVED,과학,5-6,16,,removed_or_unmatched,0.0,6과16-03,"[6과16-03] 감각 기 관 의 aa, 위치, 생김새, 기 능 을 알고 자 극 이 전 달 되는 과 정 을 설 명 할 + 있다.",별책9_과학과 교육과정(제2015-74호).pdf,60,,,,,True
low,12,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-6과17-01-REMOVED,과학,5-6,17,,removed_or_unmatched,0.0,6과17-01,"[6과17-01] 생 물 이 살 아 가 거나 기 계 를 움직이는 데 에 너 지 가 PASS 알고, 이때 이용하는 에 너 지 의 형 태 를 조 사 할 수 있다.",별책9_과학과 교육과정(제2015-74호).pdf,61,,,,,True
low,12,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-6과17-02-REMOVED,과학,5-6,17,,removed_or_unmatched,0.0,6과17-02,"[6과17-02] 자연 현 상 이나 일 상 생 활 의 예 를 통해 에 너 지 의 형 태 가 전 환 됨을 알고, 에 너 지 를 효 율 적 으로 < 탐 구 활 동 > * Baro] 에 니 지를 얻는 방법 비 교 하 기 A",별책9_과학과 교육과정(제2015-74호).pdf,61,,,,,True
low,12,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-NEW-6과06-02,과학,5-6,,06,new_or_unmatched,0.0,,,,,6과06-02,"[6과06-02] 이슬, 안개, 구름을 관찰하고, 공통점과 차이점을 찾을 수 있다.",[별책9] 과학과 교육과정.pdf,36,True
low,12,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-NEW-6과09-04,과학,5-6,,09,new_or_unmatched,0.0,,,,,6과09-04,[6과09-04] 산성화로 인한 환경의 피해 사례를 소개하는 자료를 만들고 공유할 수 있다 .,[별책9] 과학과 교육과정.pdf,38,True
low,12,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-NEW-6과11-01,과학,5-6,,11,new_or_unmatched,0.0,,,,,6과11-01,[6과11-01] 생물을 이루고 있는 기본 단위인 세포를 현미경으로 관찰할 수 있다 .,[별책9] 과학과 교육과정.pdf,40,True
low,12,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-NEW-6과14-01,과학,5-6,,14,new_or_unmatched,0.0,,,,,6과14-01,[6과14-01] 물질의 성질이 달라지는 변화와 달라지지 않는 변화를 관찰하여 비교할 수 있다.,[별책9] 과학과 교육과정.pdf,43,True
low,12,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-NEW-6과15-03,과학,5-6,,15,new_or_unmatched,0.0,,,,,6과15-03,[6과15-03] 전자석을 만들어 전자석의 성질을 탐색하고 전자석이 사용되는 예를 조사할 수 있다.,[별책9] 과학과 교육과정.pdf,44,True
low,12,교과가중치 5; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 표현; 자동 추정 대응,0,MAP-2국01-06-REMOVED,국어,1-2,01,,removed_or_unmatched,0.0,2국01-06,"[2국01-06] 바르고 고운 YS 사 용 하여 말하는 태 도 를 지닌다 (가) 학습 요소 eee 수 고 받 기, 순서 이 해 하기, 대 화 하 기 (감정 표현), 자신 있게 말하기, 바른 자 세 로 말하기,",별책5_국어과 교육과정(제2015-74호).pdf,17,,,,,True
low,12,교과가중치 5; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 표현; 자동 추정 대응,0,MAP-NEW-2국03-04,국어,1-2,,03,new_or_unmatched,0.0,,,,,2국03-04,"[2국03-04] 겪은 일을 표현하는 글을 자유롭게 쓰고, 쓴 글을 함께 읽고 생각이나 느낌을 나눈다 . (가) 성취기준 해설 •",[별책5] 국어과 교육과정.pdf,22,True
low,12,교과가중치 5; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 표현; 자동 추정 대응,0,MAP-NEW-2국06-02,국어,1-2,,06,new_or_unmatched,0.0,,,,,2국06-02,[2국06-02] 일상의 경험과 생각을 글과 그림으로 표현한다. (가) 성취기준 해설 •,[별책5] 국어과 교육과정.pdf,25,True
low,12,교과가중치 5; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 표현; 자동 추정 대응,0,MAP-NEW-4국01-03,국어,3-4,,01,new_or_unmatched,0.0,,,,,4국01-03,[4국01-03] 상황에 적절한 준언어⋅비언어적 표현을 활용하여 듣고 말한다.,[별책5] 국어과 교육과정.pdf,26,True
low,12,교과가중치 5; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 토의; 자동 추정 대응,0,MAP-NEW-4국01-06,국어,3-4,,01,new_or_unmatched,0.0,,,,,4국01-06,[4국01-06] 주제에 적절한 의견과 이유를 제시하고 서로의 생각을 교환하며 토의한다. (가) 성취기준 해설 •,[별책5] 국어과 교육과정.pdf,26,True
low,12,교과가중치 5; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 읽기; 자동 추정 대응,0,MAP-NEW-4국02-06,국어,3-4,,02,new_or_unmatched,0.0,,,,,4국02-06,[4국02-06] 바람직한 읽기 습관을 형성하고 읽기에 대한 자신감을 기른다. (가) 성취기준 해설 •,[별책5] 국어과 교육과정.pdf,28,True
low,12,교과가중치 5; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 표현; 자동 추정 대응,0,MAP-NEW-4국04-04,국어,3-4,,04,new_or_unmatched,0.0,,,,,4국04-04,[4국04-04] 글과 담화에 쓰인 높임 표현과 지시 ⋅접속 표현을 이해하고 상황에 맞게 표현한다.,[별책5] 국어과 교육과정.pdf,32,True
low,12,교과가중치 5; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 감상; 자동 추정 대응,0,MAP-NEW-4국05-05,국어,3-4,,05,new_or_unmatched,0.0,,,,,4국05-05,[4국05-05] 재미나 감동을 느끼며 작품을 즐겨 감상하는 태도를 지닌다. (가) 성취기준 해설 •,[별책5] 국어과 교육과정.pdf,33,True
low,12,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-NEW-6국05-06,국어,5-6,,05,new_or_unmatched,0.0,,,,,6국05-06,[6국05-06] 작품을 읽고 자신의 삶과 연관 지어 성찰하는 태도를 지닌다 . (가) 성취기준 해설 •,[별책5] 국어과 교육과정.pdf,44,True
low,12,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-NEW-6사12-02,국어,5-6,,12,new_or_unmatched,0.0,,,,,6사12-02,"[6사12-02])과 연계할 수 있는 문학 작품을 선정하여 교과 통합적 활동을 수행하도록 한다. • 진로연계교육과 관련하여 학습자가 자신의 흥미나 관심사가 무엇인지 생각해 보고, 관심사 와 연관된 작품을 찾아 읽으며 자신의 미래에 대해 지속적으로 관심을 가지고 탐색할 수 있도록 지도한다 . (6) 매체",[별책5] 국어과 교육과정.pdf,46,True
low,12,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-NEW-6국06-01,국어,5-6,,06,new_or_unmatched,0.0,,,,,6국06-01,[6국06-01] 정보 검색 도구를 활용하여 자신의 목적에 맞는 매체 자료를 찾는다 .,[별책5] 국어과 교육과정.pdf,46,True
low,12,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-NEW-6국06-03,국어,5-6,,06,new_or_unmatched,0.0,,,,,6국06-03,[6국06-03] 적합한 양식과 수용자의 반응을 고려하여 복합양식 매체 자료를 제작하고 공유한다.,[별책5] 국어과 교육과정.pdf,46,True
low,12,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 자동 추정 대응,0,MAP-NEW-6국06-04,국어,5-6,,06,new_or_unmatched,0.0,,,,,6국06-04,[6국06-04] 자신의 매체 이용 양상에 대해 성찰한다. (가) 성취기준 해설 •,[별책5] 국어과 교육과정.pdf,46,True
low,12,"교과가중치 3; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 탐구, 실천, 생활; 자동 추정 대응",0,MAP-NEW-4도03-01,도덕,3-4,,03,new_or_unmatched,0.0,,,,,4도03-01,"[4도03-01] 불공정의 사례를 탐구하고 , 일상생활에서 공정의 가치를 추구하는 활동을 통해 실천 의지를 함양한다.",[별책6] 도덕과 교육과정.pdf,19,True
low,12,"교과가중치 3; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 실천, 생활; 자동 추정 대응",0,MAP-NEW-6도01-01,도덕,5-6,,01,new_or_unmatched,0.0,,,,,6도01-01,[6도01-01] 자주적인 삶에 대한 이해를 바탕으로 자신의 생활계획을 세우고 실천하여 주체적인 삶의 태도를 기른다.,[별책6] 도덕과 교육과정.pdf,17,True
low,12,"교과가중치 3; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 탐구, 실천; 자동 추정 대응",0,MAP-NEW-6도02-02,도덕,5-6,,02,new_or_unmatched,0.0,,,,,6도02-02,"[6도02-02] 편견이 발생하는 이유를 탐색하여 해결 방안을 살펴보고, 다양성 존중을 바탕으로 다른 사람과 올바른 관계를 맺기 위한 실천 방안을 탐구한다.",[별책6] 도덕과 교육과정.pdf,18,True
low,12,"교과가중치 3; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 인권, 실천; 자동 추정 대응",0,MAP-NEW-6도03-01,도덕,5-6,,03,new_or_unmatched,0.0,,,,,6도03-01,[6도03-01] 인권과 관련된 다양한 사례를 살펴보고 인권에 관한 감수성을 길러 이를 실천하려는 의지를 함양한다.,[별책6] 도덕과 교육과정.pdf,19,True
low,12,"교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 표현, 지역; 자동 추정 대응",0,MAP-NEW-4사05-01,사회,3-4,,05,new_or_unmatched,0.0,,,,,4사05-01,"[4사05-01] 우리 지역을 표현한 다양한 종류의 지도를 찾아보고, 지도의 요소를 이해한다.",[별책7] 사회과 교육과정.pdf,29,True
low,12,"교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 평가, 지역; 자동 추정 대응",0,MAP-NEW-4사07-02,사회,3-4,,07,new_or_unmatched,0.0,,,,,4사07-02,"[4사07-02]의 지역 간 교류 학습에서 다른 지역의 위치를 파악하는 데 도움이 되도록 한다. •지역의 누리집, 통계, 지도, 지역에서 발간하는 홍보물 등 다양한 자료를 이용하여 지역의 지리 정보를 조사한다. 우리 지역의 특징을 이해하기 위해 우리 지역과 다른 지역을 비교하여 지역 간의 차이점이나 상호의존 관계를 파악하는 활동을 수행할 수 있다. 다만 지역 간의 우열을 가리거나 다른 지역에 대한 편견을 가지지 않도록 유의한다. •지도의 요소 이해를 바탕으로 지도를 읽고 해석하는 활동에서 지도를 활용하는 능력을 평가할 수 있다. 이때, 축척 계산, 방위 기입, 기호 식별 등과 같은 지필평가는 지양한다. (6) 우리 지역의 문화유산",[별책7] 사회과 교육과정.pdf,30,True
low,12,"교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 민주주의, 지역; 자동 추정 대응",0,MAP-NEW-4사08-02,사회,3-4,,08,new_or_unmatched,0.0,,,,,4사08-02,"[4사08-02] 지역에서 이루어지는 민주주의 사례를 통해 주민 자치와 주민 참여의 중요성을 파악하고, 지역사회의 문제 해결에 참여하는 태도를 기른다.",[별책7] 사회과 교육과정.pdf,31,True
low,12,"교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 탐구, 지역; 자동 추정 대응",0,MAP-NEW-4사10-01,사회,3-4,,10,new_or_unmatched,0.0,,,,,4사10-01,"[4사10-01] 여러 지역의 자연환경과 인문환경의 특징을 살펴보고, 환경의 이용과 개발에 따른 변화를 탐구한다.",[별책7] 사회과 교육과정.pdf,33,True
low,12,교과가중치 4; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 토의; 자동 추정 대응,0,MAP-6사01-04-REMOVED,사회,5-6,01,,removed_or_unmatched,0.0,6사01-04,[6사01-04] 우리나라 재 도 를 지닌다. n> [ 요 < 국 토의 인 문 환 경 >,별책7_사회과 교육과정(제2015-74호).pdf,39,,,,,True
low,12,교과가중치 4; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 지역; 자동 추정 대응,0,MAP-6사01-06-REMOVED,사회,5-6,01,,removed_or_unmatched,0.0,6사01-06,"[6사01-06] 우 리 나 라 의 산 업 구 조 의 변 화 와 교통 발달 과 정 에서 나타난 특 징 을 탐 구 한다. no on 4 [에 40 (가) 학습 요소 토 의 위 치 와 영 억 , 국 토 애 . 국 토 의 지 억 구분, 행 정 구 억 의 위치 및 노 ( 시 ) 정 소 새지, 국 토 의 기 ㅠㅠ ie} (나) 성 취 기준 해설 은. 1 ce SHO] 위 지 와 el, 자 연 환 경 과 인 문 환 경 이 지니는 특 성 을 탐 구 하고, 이를 바 탕 으로 © 사 에 서는 국 토 의 위 치 와 영 억 ee 탐 색 하도록 한다. 이때 독도 관련 내 용 은 ""통일 한 국 의 미 래 와 지 구 존 의 평화"" 단 원 에서 상세히 다 루 도록 한다. y © 국 토 의 지 억 구분 시 버버 가 시토 행 정 구 역 의 위치 특 싱 과 도 (시) 16 사 관 린 하여 지형 주 세 의 경우 지역 0"" 세 에 영 향 을 주는 주료 대 하 인 의 분 포 를 파 악 합 으로써 SHES] 생태 환 경 에 대한 기 조 석인 지 식 을 갖 한다. 16 사 01-04 에 우 서는 황사, 홍수, 쪽 임 , 태중, EAE 한파 등 을 중 심 으로 발생 계 절 과 대 책 을 탐 색 하 고, 그에 따른 안전 수직 준 수 의 이 루 어 지 목 한다 y © 16 사 은 국 토 의 인 문 적 특 성 을 인구, 도시, 산업, 교 통 의 즉 면 에 서 삼 펴 보기 9 ve T 해 가 이 루 어 지 토록 한다.",별책7_사회과 교육과정(제2015-74호).pdf,39,,,,,True
low,12,교과가중치 4; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 인권; 자동 추정 대응,0,MAP-6사02-03-REMOVED,사회,5-6,02,,removed_or_unmatched,0.0,6사02-03,"[6사02-03] 인권 보장 측 면 에서 헌 법 의 의 미 와 역 할 을 탐 구 하고, 1 중 요 성 을 설 명 한 다",별책7_사회과 교육과정(제2015-74호).pdf,43,,,,,True
low,12,교과가중치 4; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-6사02-06-REMOVED,사회,5-6,02,,removed_or_unmatched,0.0,6사02-06,"[6사02-06] 법 의 역 할 을 권리 보 호 와 질서 유 지 의 측 면 에서 설 명 하고, HS 준 수 하는 HLS 기른다. (가) 학습 요소 * 범의 의 미 와 범의 억 할, 4 (나) 성 취 기준 해설 2 파 악 하며, 권리 보 호 와 질서 유 지 를 담 낭 하는 범의 역 할 을 이 해 합 으로써 법 을 준 수 하는 태도 11 기르는 데 주 안 점 을 둔다. 을 보 상 하는 헌 법 의 억 할 과 Ga. dol) 대한 핵심 내 용 이 타 낭 하게 은 다양한 사 례 를 통해 우리 실 생 활 과 관 련 성 을 탐 구 하고 범의 의 미 와 성 걱 에 대해 at 일 상 생 환 속 에 서 법 이 적 용 되는 다양한 사례 조 사 를 통해 HO] 의 미 와 성 걱 ㄴ 1 ! 한다. © 사 서는 시 민 의 권리 보호: 사 회 질서 유지 등에 기 여 하는 범의 역 할 과 필 요 성 을 ol 황의 사 례 를 통해 파 악 하 고, 일 상 생활 속 에 서 준 법 을 실 하는 태 도 를 함 양 하도록 한다. (다) 교 수 학 유의 사항 jl 따 > 반 법 Oo om 을 탐 구 함으로써 범의 필 요 성 을 인 식 하고 다른 사회 규 범 과 비 교 하여 범의 Ege 이 해 하도록 * 생활 경 헌 이나 여리 MALS 통해 범 이 적 용 되는 생활 속 다양한 사 례 를 조 사 하시나. 적절한 사 ¢ 레 를 세 공 하고 이를 분 식 하게 하여 범의 의 미 와 성 걱 을 파 악 하 투 록 한다. 그리고 분 세 상 황 (4 vw 38",별책7_사회과 교육과정(제2015-74호).pdf,44,,,,,True
low,12,교과가중치 4; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 전기; 자동 추정 대응,0,MAP-6사03-05-REMOVED,사회,5-6,03,,removed_or_unmatched,0.0,6사03-05,"[6사03-05] 조 선 을 세 우 거나 문화 발 전 에 기여한 인 물 ( 이 성계, 세종대왕, 신 사 임당 등 ) 의 업 적 을 통해 조선 전기 정 치 와 민 족 문 화 의 발 전 상 을 탐 색 한다. [6 사 03-06)] 대표 (나) 성 취 기준 해설 & 이 단 원 은 고대 시 기 부 터 조선 전 기 에 이 르 기 까지 나 라 의 성 장 과 문화 발 전 에 기여한 인 물 의 ah 을 알아보고, 분 화 의 우 수 성 을 탐 색 하는 데 주 안 점 을 둔다. © 사 [6 사 03-02 에 서는 고 조 선 의 건국 이 야 기 를 살 펴 보 고 , 고대 시 기 (삼국. 봉 일 실라, 해 ) 에 LES 세우고 발 전 시 건 인 물 들의 활 동 을 중 심 으로 여리 나 라 의 성상 과 성 을 40",별책7_사회과 교육과정(제2015-74호).pdf,46,,,,,True
low,12,교과가중치 4; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 민주주의; 자동 추정 대응,0,MAP-6사05-05-REMOVED,사회,5-6,05,,removed_or_unmatched,0.0,6사05-05,"[6사05-05] 민 주 정 치의 기본 원 리 (국민 주권, 권력 분립 등 ) 를 이 해 하고, 그것이 적용된 다양한 사 례 를 탐 구 한다. [64105-06] 국회, 행정부, 법 원 의 기 능 을 이 해 하고, 그것이 통해 탐 구 한다. 국민 생 활 에 미치는 영 향 을 다양한 사 례 를 (가) 학습 요소 (나) 성 취 기준 해설 iy 바 탕 으로 하여 이를 실 현 하기 위해 필요한 국가 OES 밥 구 함으로써 민 주 수 의 와 국 빈 생 화 의 관 린 성 을 파 악 하는 데 수 안 점 을 둔다. 4] 이것이 민주주의 이념 AAS 위해 필요한 핵심 원 미 임을 인 식 하도록 한다. © AE 주요 가 가 기관인 국회, 부 . 법 원 으 (다) 교 수 ㆍ 학습 방법 및 유의 사항 신문 기사, 뉴스 등 다양한 시사 자 료 를 환 용 하여 민 주 정 치의 기본 원 리 (국민 Fe Bel 분립 ) 가 적용된 국회의원 선지, 국 간사 한다. SLO. SLAB 구자 aids 으 ] 0 wv} 은 7 1 Ont 14 le 국 가 기 관 에 중 사 하는 사 람 (국회의원, 상관, 법관 SISO] 하는 이을 조 사 하여 국 가 기관 의 ASI USE 이 해 하되 학습 내 용 이 지나치게 깊 어 지 지 않 노 록 유 의 한다. 민 수 정 치 의 기본 원 비 나 국 가 기 관 의 역 할 에 관한 시사 자 료 를 학생 수 준 에 맞게 새 구성한 후 활 BEE, 국무 외의, 새 판 Sool] 대한 역할 놀이, 모의 시언 SHES: 할 때에는 억 할 을 분 담 하여 과 세 수 행 이 이루어질 수 있도록 안 내 한다. 가 기 관 이 국회, 행정부, 범 원 으로 나뉘는 이 유 를 권 럭 분 람 의 관 점 에 서 파악할 수 있도록 한다.",별책7_사회과 교육과정(제2015-74호).pdf,53,,,,,True
low,12,교과가중치 4; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 과정; 자동 추정 대응,0,MAP-6사06-04-REMOVED,사회,5-6,06,,removed_or_unmatched,0.0,6사06-04,"[6사06-04] 광복 이후 경 제 성 장 과 정 에서 우리 사 회 가 겪은 사회 변 동 의 특 징 과 다양한 문 제 를 살 펴 보 고 ㅁ BAI 과정, 변화. 것 세 성장 과정 족 에 서 의 문제 및 과세 (나) 성 취 기준 해설 oo] 단 원 은 우리나라 경 세 의 성상 ve ‘ 나타난 싱 과 문 제 접을 역사적 관 섭 에서 © 사 에 서는 ath] 농업 중심 경 ve 업 서 비 입 중심 빈 화해 가는 과 성과 빈 © 사 에 서는 ral ! (다) 교 수 ㆍ 학습 방법 및 유의 사항 * 시사 자 료 와 사 료 를 활 용 하여 우리나라 경 제 의 성상 과 정 과 성장 요인, 경세 ALAA] 번 화 와 그 © 환 용하여 경 세 성장 과 정 에서 나타난 문 제 점 에 대한 적절한 해결 방 범 을 탐 색 하도록 한 나 현 재 의 문 세는 과 거 모 부터 비 ^ 1332 =a AICS 역사적 인식 능 력 이나 미래 지향적 사 고 를 제 성 과 성과 관 린 다양한 통제 자료, 사진, 동영상, 지도 득의 시 청 가 자 료 들을 50",별책7_사회과 교육과정(제2015-74호).pdf,56,,,,,True
low,12,교과가중치 4; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 경쟁; 자동 추정 대응,0,MAP-6사06-05-REMOVED,사회,5-6,06,,removed_or_unmatched,0.0,6사06-05,"[6사06-05] 세계 여러 나 라 와의 경제 교류 활 동 으로 나타난 우리 경 제 생 활 의 변화 OSS 탐 구 한다. [64106-06] 다양한 경제 교류 사 례 를 통해 우리나라 경 제 가 다른 나 라 와 상호 의존 및 경쟁 관 계 에 있음 을 파 악 한 다. (가) 학습 요소 (나) 성 취 기준 해설 > 세 계 화 로 야 기 된 세계 여러 나 라 와의 경세 교류 PESO] 제 생 환 에 미진 번화 모 슴 을 ce 탐 구 하 며 , 경제 교 류 에 관한 다양한 사례 분 석 을 통해 오늘날 우리나라 경 제 가 다른 상 호 의 존 과 경쟁 관 계 에 있 읍 을 파 악 하는 데 주 안 접을 눈 다. 사 006-05 에 서는 세제 여리 나 라 와의 경제 교류 a 우 리 의 경 제 생 활 에 미진 번화 모 슴 을 탐 구 함 으로써 세계 경세 환 경 의 변 화 에 대한 인식 능 력 을 양 하 도록 한다. + 10 사 06.00 에 서는 우 나 미와 다는 제 석 으로 상호 의주 다양한 경제 교류 사 례 를 중 신 으로 분 식 함으로써 세계 경세 환 경 의 번 화 에 대해 관 심 을 갖도록 한다. (다) 교 수 ㆍ 학습 방법 및 유의 사항 가 나 라 의 기 술 적 - 환 경적 특 싱 능이 잘 드 피 나는 무 억 의 실제 사 레 를 조 사 하여 무 억 발 생 의 원",별책7_사회과 교육과정(제2015-74호).pdf,57,,,,,True
low,12,교과가중치 4; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-6사07-04-REMOVED,사회,5-6,07,,removed_or_unmatched,0.0,6사07-04,"[6사07-04] 의식주 , 하여 인간 생활 조 사 하고, 이를 바 탕 으로 | < 우 리 나 라 와 가까운 나 라 들 >",별책7_사회과 교육과정(제2015-74호).pdf,59,,,,,True
low,12,교과가중치 4; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 탐구; 자동 추정 대응,0,MAP-NEW-6사02-01,사회,5-6,,02,new_or_unmatched,0.0,,,,,6사02-01,"[6사02-01] 우리나라의 계절별 기후 특징을 자료에서 탐구하고, 기후변화로 인한 자연재해의 심각성을 이해한다.",[별책7] 사회과 교육과정.pdf,35,True
low,12,교과가중치 4; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 지역; 자동 추정 대응,0,MAP-NEW-6사02-02,사회,5-6,,02,new_or_unmatched,0.0,,,,,6사02-02,"[6사02-02] 우리나라의 지역별 인구 분포의 특징을 알아보고, 이에 따른 문제점과 해결 방안을 탐색한다.(가) 성취기준 해설 •",[별책7] 사회과 교육과정.pdf,35,True
